Red,Green,Blue
178.0,0.0,0.0
0.0,82.0,119.0
0.0,0.0,0.0
161.0,83.0,117.0
0.0,0.0,0.0
107.0,65.0,85.0
0.0,0.0,100.0
104.0,67.0,0.0
0.0,0.0,64.0
0.0,64.0,0.0
70.0,0.0,73.0
0.0,43.0,0.0
68.0,0.0,63.0
0.0,49.0,0.0
0.0,0.0,44.0
67.0,44.0,39.0
0.0,0.0,0.0
43.0,26.0,44.0
0.0,0.0,0.0
40.0,0.0,23.0
0.0,30.0,0.0
0.0,0.0,26.0
23.0,33.0,0.0
0.0,0.0,25.0
30.0,16.0,22.0
0.0,0.0,0.0
28.0,19.0,21.0
0.0,0.0,0.0
0.0,15.0,20.0
17.0,0.0,0.0
0.0,10.0,21.0
25.0,0.0,0.0
0.0,5.0,25.0
0.0,0.0,14.0
13.0,6.0,0.0
0.0,0.0,10.0
13.0,8.0,0.0
0.0,0.0,6.0
6.0,0.0,0.0
0.0,5.0,8.0
0.0,0.0,0.0
7.0,7.0,5.0
0.0,0.0,8.0
7.0,6.0,0.0
0.0,0.0,4.0
0.0,5.0,0.0
3.0,0.0,2.0
0.0,7.0,0.0
3.0,0.0,3.0
0.0,1.0,0.0
6.0,0.0,3.0
0.0,4.0,1.0
0.0,0.0,0.0
3.0,3.0,3.0
0.0,0.0,0.0
1.0,2.0,2.0
0.0,0.0,0.0
2.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
1.0,2.0,3.0
0.0,0.0,0.0
0.0,1.0,3.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.0,1.0
0.0,0.0,0.0
3.0,1.0,1.0
